,Real price,DNN 1,DNN 2,DNN 3,DNN 4,DNN Ensemble,LEAR 56,LEAR 84,LEAR 1092,LEAR 1456,LEAR Ensemble
2015-01-04 00:00:00,36.26,36.46420669555664,32.608497619628906,37.7425422668457,35.37164306640625,35.546722412109375,40.4963,39.8376,38.2019,38.9397,39.368875
2015-01-04 01:00:00,32.28,32.313549041748054,29.38385391235352,33.454105377197266,32.894912719726555,32.01160526275635,41.1537,39.1392,35.0284,36.0472,37.842125
2015-01-04 02:00:00,27.63,29.46791839599609,27.17951202392578,30.63424491882324,29.21188735961914,29.123390674591064,39.0413,40.4596,34.2465,32.9785,36.681475
2015-01-04 03:00:00,27.03,24.677644729614254,23.92478179931641,27.25168609619141,26.56818389892578,25.605574131011963,31.8858,31.8498,31.4742,31.0261,31.558975
2015-01-04 04:00:00,27.04,23.39732551574707,21.378170013427734,25.17788124084473,25.76144981384277,23.928706645965576,29.9814,29.7269,28.8634,28.8847,29.3641
2015-01-04 05:00:00,27.19,25.637020111083984,20.917007446289066,25.807823181152344,24.31252670288086,24.168594360351562,30.4457,29.0447,25.3415,24.5932,27.356275
2015-01-04 06:00:00,27.13,28.74836540222168,21.37468910217285,25.584918975830078,24.268768310546875,24.99418544769287,31.583000000000002,29.7886,20.4438,18.9724,25.19695
2015-01-04 07:00:00,27.06,31.52975082397461,21.669084548950195,25.2393856048584,26.18942642211914,26.156911849975586,35.7378,30.7366,19.976,15.6565,25.526725
2015-01-04 08:00:00,27.63,34.45076370239258,22.40125274658203,26.93957901000977,29.52958869934082,28.3302960395813,34.8049,34.3856,18.8885,12.9467,25.256425
2015-01-04 09:00:00,34.54,39.478702545166016,25.445545196533203,33.977588653564446,33.29347610473633,33.048828125,41.638000000000005,42.5934,27.1894,25.6512,34.268
2015-01-04 10:00:00,36.7,43.53428649902344,29.261343002319336,39.27873611450195,35.97012710571289,37.011123180389404,50.6306,45.1997,34.4387,35.4809,41.437475
2015-01-04 11:00:00,37.14,46.66763687133789,34.89764404296875,43.113468170166016,38.230873107910156,40.7274055480957,51.9903,48.4986,38.4695,39.0036,44.4905
2015-01-04 12:00:00,42.55,46.838356018066406,38.93586730957031,45.53377151489258,39.57666778564453,42.72116565704346,52.1816,51.8372,44.4406,42.9584,47.85445
2015-01-04 13:00:00,38.34,44.4564208984375,36.87660598754883,42.56512451171875,38.594913482666016,40.62326622009277,47.2783,47.7383,42.2217,39.0588,44.074275
2015-01-04 14:00:00,37.0,42.29442596435547,33.1612548828125,39.8525619506836,36.06828308105469,37.84413146972656,43.0648,44.8147,38.0934,34.1979,40.0427
2015-01-04 15:00:00,36.87,40.39428329467773,31.005107879638672,38.35166931152344,34.75305938720703,36.12602996826172,40.9428,43.2691,35.5051,30.8062,37.6308
2015-01-04 16:00:00,40.0,42.17482376098633,32.80714797973633,39.03849792480469,36.52901840209961,37.63737201690674,44.672,45.9217,35.765,32.6361,39.7487
2015-01-04 17:00:00,53.1,54.4766616821289,43.43251419067383,48.55807495117188,44.55952835083008,47.75669479370117,56.7039,56.8653,49.4178,49.2653,53.063075
2015-01-04 18:00:00,54.35,60.32456588745117,51.29138946533203,55.16159057617188,52.1068000793457,54.721086502075195,57.6224,61.3218,59.6024,57.3432,58.97245
2015-01-04 19:00:00,51.57,55.98289489746094,52.42716598510742,54.1069450378418,52.18258285522461,53.67489719390869,50.967,52.623000000000005,55.1869,53.8183,53.1488
2015-01-04 20:00:00,49.99,51.03004455566406,48.29417419433594,51.72060012817383,48.632080078125,49.91922473907471,50.2654,49.6176,48.6774,50.269,49.70735000000001
2015-01-04 21:00:00,41.18,45.43036651611328,45.02027130126953,45.94873809814453,45.80041122436523,45.549946784973145,46.8924,46.8787,42.3388,44.0337,45.03590000000001
2015-01-04 22:00:00,44.79,45.7739143371582,46.46063995361328,46.62759017944336,47.02035903930664,46.47062587738037,48.3917,49.2737,44.1004,45.8438,46.9024
2015-01-04 23:00:00,42.96,42.48979187011719,45.344581604003906,44.15231704711914,45.84037780761719,44.456767082214355,48.4933,49.7581,43.0563,43.8714,46.294775
2015-01-05 00:00:00,36.56,41.41315078735352,37.134674072265625,37.29906845092773,37.13351440429688,38.24510192871094,40.0389,40.0463,38.155,38.7056,39.23645
2015-01-05 01:00:00,34.94,37.77915573120117,34.573253631591804,34.779613494873054,35.77970886230469,35.727932929992676,35.3967,35.2522,36.4324,35.6895,35.6927
2015-01-05 02:00:00,32.19,35.68504333496094,30.871196746826172,32.76548385620117,33.34942626953125,33.16778755187988,33.5514,30.2291,33.4668,33.5918,32.709775
2015-01-05 03:00:00,28.05,31.32789802551269,28.10826301574707,29.37867927551269,30.53200721740723,29.836711883544922,29.6115,30.0763,30.3735,30.4491,30.1276
2015-01-05 04:00:00,28.04,31.110490798950195,27.605674743652344,29.362409591674805,29.064697265625,29.285818099975586,27.3205,30.7091,30.9711,31.5922,30.148225
2015-01-05 05:00:00,34.26,35.64706039428711,32.150577545166016,32.78090286254883,32.70242691040039,33.320241928100586,31.9595,33.5853,34.5801,35.1575,33.8206
2015-01-05 06:00:00,44.28,44.69798278808594,42.55332565307617,41.10067367553711,41.75933074951172,42.527828216552734,40.4136,39.4428,42.8814,42.7159,41.363425
2015-01-05 07:00:00,50.38,55.01291275024414,51.59101867675781,53.23193359375,51.44902420043945,52.82122230529785,45.3964,47.7073,57.1356,55.2558,51.373775
2015-01-05 08:00:00,53.79,57.49042892456055,55.989219665527344,54.15565872192383,53.37035751342773,55.25141620635986,48.9689,47.9343,56.1766,54.6395,51.929825
