,Real price,DNN 1,DNN 2,DNN 3,DNN 4,DNN Ensemble,LEAR 56,LEAR 84,LEAR 1092,LEAR 1456,LEAR Ensemble
2016-12-27 00:00:00,24.08,24.67354393005371,23.707748413085934,24.706707000732425,24.310705184936523,24.34967613220215,25.129,24.9381,24.3565,24.8109,24.808625
2016-12-27 01:00:00,22.52,23.619354248046875,21.99496841430664,23.75717353820801,23.13959884643555,23.127773761749268,24.2083,24.4645,22.0323,22.6447,23.33745
2016-12-27 02:00:00,20.13,22.93378257751465,20.8165340423584,22.983135223388672,22.101015090942386,22.208616733551025,23.9289,23.8766,20.9948,20.8664,22.416674999999998
2016-12-27 03:00:00,19.86,22.6790828704834,20.299583435058594,22.863887786865234,21.69496726989746,21.884380340576172,23.4943,24.2399,20.6269,19.4584,21.954874999999998
2016-12-27 04:00:00,20.09,23.311315536499023,20.94751739501953,23.699989318847656,22.777080535888672,22.68397569656372,23.5104,24.5551,20.7978,20.7202,22.395874999999997
2016-12-27 05:00:00,23.93,24.38265037536621,23.064077377319336,25.215591430664066,24.53967475891113,24.300498485565186,23.2742,24.1633,23.0053,23.3289,23.442925000000002
2016-12-27 06:00:00,26.23,25.75995445251465,25.7896728515625,27.09133720397949,26.72336196899414,26.341081619262695,25.6383,28.5738,26.2635,25.8178,26.573349999999998
2016-12-27 07:00:00,27.76,27.18208312988281,27.33283615112305,28.478572845458984,27.28171539306641,27.568801879882812,28.0168,30.2249,28.5625,28.5163,28.830125000000002
2016-12-27 08:00:00,28.06,27.973154067993164,28.01283836364746,28.915122985839844,28.248878479003906,28.287498474121094,26.8896,29.7284,29.3136,29.6879,28.904875
2016-12-27 09:00:00,27.98,27.73624992370605,27.47815322875977,28.86267471313477,26.574909210205078,27.662996768951416,25.5207,29.7175,28.7859,29.0809,28.27625
2016-12-27 10:00:00,28.05,27.42756462097168,27.660001754760746,28.92608070373535,28.85841941833496,28.218016624450684,27.348,29.4,28.8692,28.9982,28.65385
2016-12-27 11:00:00,28.27,27.42518424987793,27.990753173828125,28.964494705200195,28.41207695007324,28.198127269744873,30.1273,26.8907,28.9414,28.9246,28.721
