,Real price,DNN 1,DNN 2,DNN 3,DNN 4,DNN Ensemble,LEAR 56,LEAR 84,LEAR 1092,LEAR 1456,LEAR Ensemble
2016-12-27 00:00:00,19.113045,19.70612335205078,19.04068946838379,19.661985397338867,18.85736083984375,19.316539764404297,20.1291,20.7366,19.105999999999998,18.9901,19.740450000000006
2016-12-27 01:00:00,18.042768,18.578807830810547,18.628007888793945,18.581722259521484,17.80432891845703,18.398216724395752,19.5229,19.5459,18.2766,18.4639,18.952325
2016-12-27 02:00:00,17.587395,17.405715942382812,17.954072952270508,17.564002990722653,16.387474060058597,17.327816486358643,19.0085,18.9345,17.4325,17.5918,18.241825
2016-12-27 03:00:00,17.399361,16.994461059570312,17.322933197021484,16.941095352172848,15.673609733581545,16.733024835586548,18.9757,19.2347,17.44,17.5345,18.296225
2016-12-27 04:00:00,17.804108,18.000518798828125,18.452640533447266,17.457172393798828,15.920693397521973,17.457756280899048,19.3679,19.877,18.175,18.1798,18.899925
2016-12-27 05:00:00,19.129995,20.2280216217041,20.440174102783203,19.158525466918945,18.623029708862305,19.61243772506714,21.2564,20.584,19.8149,19.5991,20.3136
2016-12-27 06:00:00,22.209875,24.20281219482422,23.29106712341309,22.37006378173828,22.651891708374023,23.128958702087402,30.5556,30.0478,23.511,23.3025,26.854225
2016-12-27 07:00:00,24.167822,26.076431274414066,24.96401596069336,24.356388092041016,24.700927734375,25.02444076538086,30.859,33.2934,25.8432,25.5084,28.876
2016-12-27 08:00:00,24.541495,25.93037223815918,25.28337097167969,25.467987060546875,24.95079231262207,25.408130645751953,29.8895,30.1701,26.5383,26.3328,28.232675
2016-12-27 09:00:00,24.897621,26.751548767089844,25.79250526428223,26.748640060424805,25.07034111022949,26.090758800506592,30.2034,30.5597,27.4225,27.086,28.8179
2016-12-27 10:00:00,25.517257999999998,27.29048156738281,25.823486328125,26.637908935546875,25.168107986450195,26.22999620437622,30.031,30.4527,28.4752,28.1374,29.274075
2016-12-27 11:00:00,25.745144,26.98875617980957,25.57136154174805,26.50663948059082,25.05679702758789,26.030888557434082,28.574,29.0341,28.3429,28.081,28.508000000000003
2016-12-27 12:00:00,25.043219,26.584705352783203,25.298423767089844,26.399890899658203,24.55850028991699,25.71038007736206,26.8186,27.233,27.3322,26.6718,27.013900000000003
