,Real price,DNN 1,DNN 2,DNN 3,DNN 4,DNN Ensemble,Lasso 56,Lasso 84,Lasso 1092,Lasso 1456,Lasso Ensemble
2015-01-04 00:00:00,36.26,35.490623474121094,37.60462951660156,37.58621597290039,36.7518424987793,36.858327865600586,40.4963,39.8376,38.2019,38.9397,39.368875
2015-01-04 01:00:00,32.28,31.41303634643555,34.73316192626953,33.512069702148445,33.60344696044922,33.315428733825684,41.1537,39.1392,35.0284,36.0472,37.842125
2015-01-04 02:00:00,27.63,26.489734649658203,31.80260467529297,30.448566436767575,30.62848472595215,29.842347621917725,39.0413,40.4596,34.2465,32.9785,36.681475
2015-01-04 03:00:00,27.03,22.16876220703125,29.941692352294922,26.44010353088379,25.927988052368164,26.11963653564453,31.8858,31.8498,31.4742,31.0261,31.558975
2015-01-04 04:00:00,27.04,20.75897216796875,27.969167709350586,24.810630798339844,23.146345138549805,24.171278953552246,29.9814,29.7269,28.8634,28.8847,29.364099999999997
2015-01-04 05:00:00,27.19,18.22950935363769,26.572938919067386,22.279590606689453,21.643268585205078,22.181326866149902,30.4457,29.0447,25.3415,24.5932,27.356274999999997
2015-01-04 06:00:00,27.13,17.394184112548828,25.490970611572266,20.16033363342285,20.390743255615234,20.859057903289795,31.583,29.7886,20.4438,18.9724,25.19695
2015-01-04 07:00:00,27.06,19.35470199584961,26.03687858581543,20.51567840576172,19.99144172668457,21.474675178527832,35.7378,30.7366,19.976,15.6565,25.526725
2015-01-04 08:00:00,27.63,22.89061164855957,28.957311630249023,22.543689727783203,22.1146240234375,24.126559257507324,34.8049,34.3856,18.8885,12.9467,25.256425
2015-01-04 09:00:00,34.54,28.53042984008789,32.82831573486328,27.849706649780273,28.79985046386719,29.502075672149658,41.638,42.5934,27.1894,25.6512,34.268
2015-01-04 10:00:00,36.7,34.16910171508789,36.66162490844727,32.23927688598633,31.86185646057129,33.73296499252319,50.6306,45.1997,34.4387,35.4809,41.437475
2015-01-04 11:00:00,37.14,37.99011993408203,39.23693466186523,35.05115127563477,33.21310043334961,36.37282657623291,51.9903,48.4986,38.4695,39.0036,44.4905
2015-01-04 12:00:00,42.55,38.77528381347656,39.683841705322266,38.1689338684082,37.33694839477539,38.491251945495605,52.1816,51.8372,44.4406,42.9584,47.85445
2015-01-04 13:00:00,38.34,36.763648986816406,37.72195434570313,34.40316772460937,33.83371353149414,35.68062114715576,47.2783,47.7383,42.2217,39.0588,44.074275
2015-01-04 14:00:00,37.0,34.42893218994141,35.52923583984375,32.010147094726555,30.74505424499512,33.17834234237671,43.0648,44.8147,38.0934,34.1979,40.0427
2015-01-04 15:00:00,36.87,32.392784118652344,35.55946350097656,30.654497146606445,30.23605918884277,32.21070098876953,40.9428,43.2691,35.5051,30.8062,37.6308
2015-01-04 16:00:00,40.0,34.953781127929695,37.96340942382813,32.71502685546875,32.65425491333008,34.57161808013916,44.672,45.9217,35.765,32.6361,39.7487
2015-01-04 17:00:00,53.1,44.00175857543945,44.280799865722656,44.04142761230469,42.88943862915039,43.8033561706543,56.7039,56.8653,49.4178,49.2653,53.063075
2015-01-04 18:00:00,54.35,53.20568466186523,50.32685470581055,52.4013557434082,51.88186645507813,51.95394039154053,57.6224,61.3218,59.6024,57.3432,58.97245
2015-01-04 19:00:00,51.57,54.702125549316406,51.1719970703125,51.8887825012207,52.67049789428711,52.60835075378418,50.967,52.623,55.1869,53.8183,53.1488
2015-01-04 20:00:00,49.99,49.50804901123047,48.60912704467773,49.49137496948242,47.22085952758789,48.70735263824463,50.2654,49.6176,48.6774,50.269,49.707350000000005
2015-01-04 21:00:00,41.18,46.32497787475586,48.92818832397461,43.72826766967773,40.9831657409668,44.99114990234375,46.8924,46.8787,42.3388,44.0337,45.035900000000005
2015-01-04 22:00:00,44.79,48.54233169555664,48.7439079284668,46.54115676879883,44.51673889160156,47.08603382110596,48.3917,49.2737,44.1004,45.8438,46.9024
2015-01-04 23:00:00,42.96,47.4504280090332,45.68431854248047,41.432899475097656,42.48110961914063,44.26218891143799,48.4933,49.7581,43.0563,43.8714,46.294774999999994
2015-01-05 00:00:00,36.56,36.801185607910156,38.83065414428711,37.31687927246094,38.9896240234375,37.984585762023926,40.0389,40.0463,38.155,38.7056,39.23645
2015-01-05 01:00:00,34.94,34.05912399291992,36.15574645996094,35.57440185546875,36.52448272705078,35.5784387588501,35.3967,35.2522,36.4324,35.6895,35.6927
2015-01-05 02:00:00,32.19,33.047561645507805,33.703323364257805,33.62231063842773,34.406482696533196,33.69491958618163,33.5514,30.2291,33.4668,33.5918,32.709775
2015-01-05 03:00:00,28.05,29.540542602539066,30.96759796142578,30.45993995666504,31.66036033630371,30.6571102142334,29.6115,30.0763,30.3735,30.4491,30.127599999999997
2015-01-05 04:00:00,28.04,28.63937759399414,29.322439193725586,30.23604965209961,31.03588104248047,29.80843687057495,27.3205,30.7091,30.9711,31.5922,30.148224999999996
2015-01-05 05:00:00,34.26,32.562782287597656,32.885570526123054,33.44269180297852,35.18030548095703,33.51783752441406,31.9595,33.5853,34.5801,35.1575,33.8206
2015-01-05 06:00:00,44.28,42.27235412597656,42.39033508300781,41.19772338867188,42.42799377441406,42.07210159301758,40.4136,39.4428,42.8814,42.7159,41.363425
2015-01-05 07:00:00,50.38,52.16872787475586,51.72153091430664,53.06420516967773,50.79010772705078,51.936142921447754,45.3964,47.7073,57.1356,55.2558,51.373775
2015-01-05 08:00:00,53.79,56.72892379760742,55.09943771362305,53.19630432128906,52.55877685546875,54.39586067199707,48.9689,47.9343,56.1766,54.6395,51.929825
2015-01-05 09:00:00,52.03,56.31608963012695,55.52006912231445,55.0818977355957,53.2686767578125,55.0466833114624,52.3612,50.4595,56.3539,55.2857,53.615075
2015-01-05 10:00:00,50.6,55.61721420288086,54.61335754394531,54.74157333374024,53.67484664916992,54.66174793243408,51.3387,51.6904,56.2858,55.5264,53.710325
2015-01-05 11:00:00,50.5,55.83576583862305,54.20462036132813,55.58499145507813,53.582725524902344,54.80202579498291,52.2037,52.8166,56.052,54.9788,54.012775
2015-01-05 12:00:00,48.45,56.43799591064453,53.97138977050781,53.7192497253418,51.9698371887207,54.02461814880371,53.6867,53.1477,52.7473,52.0885,52.917550000000006
2015-01-05 13:00:00,44.54,54.592018127441406,53.06664276123047,53.31671142578125,50.7413444519043,52.929179191589355,51.6963,51.4769,54.5975,52.2543,52.50625
2015-01-05 14:00:00,42.0,52.25611877441406,49.5473747253418,50.94718933105469,49.04522323608398,50.44897651672363,48.2414,49.1354,52.5725,50.3592,50.077124999999995
2015-01-05 15:00:00,43.1,50.24386978149414,45.97623825073242,49.23482131958008,47.59953308105469,48.26361560821533,47.1896,46.6888,51.3238,49.0995,48.575425
2015-01-05 16:00:00,46.7,53.25879287719727,48.06625366210938,51.59382629394531,49.41116714477539,50.582509994506836,51.0902,47.9951,53.6411,51.6327,51.089775
2015-01-05 17:00:00,56.78,63.761634826660156,55.5776252746582,62.00843811035156,58.73882675170898,60.02163124084473,64.976,59.7665,65.0827,63.6409,63.366524999999996
2015-01-05 18:00:00,58.84,70.5372085571289,59.35098266601562,67.51039886474611,64.06389617919922,65.36562156677246,59.6868,58.2412,69.9071,66.0842,63.479825000000005
2015-01-05 19:00:00,53.6,64.70114135742189,55.74202346801758,62.43463897705078,58.83259963989258,60.4276008605957,54.4384,54.2097,66.4226,63.621,59.672925
2015-01-05 20:00:00,46.9,56.73876953125,49.47581100463867,54.09668350219727,51.41199111938477,52.930813789367676,49.1033,50.8463,55.6371,55.1208,52.676875
2015-01-05 21:00:00,44.58,52.832908630371094,46.75370407104492,48.179237365722656,47.07107543945313,48.70923137664795,45.1892,45.0946,47.4787,46.7667,46.1323
2015-01-05 22:00:00,48.7,51.39950942993164,46.85087203979492,49.57126235961914,46.35309219360352,48.543684005737305,48.4881,48.1627,50.2615,48.6372,48.887375000000006
2015-01-05 23:00:00,46.06,49.514564514160156,45.43017959594727,47.47787094116211,43.36949157714844,46.44802665710449,46.4016,46.2167,48.9123,46.2688,46.94985
2015-01-06 00:00:00,45.56,39.499610900878906,41.09908676147461,41.54298400878906,40.88616180419922,40.75696086883545,42.2898,43.2558,42.1132,41.8555,42.378575000000005
2015-01-06 01:00:00,40.28,38.697357177734375,38.80877685546875,39.31650924682617,40.085060119628906,39.22692584991455,41.5244,40.738,40.0786,39.4154,40.4391
2015-01-06 02:00:00,39.2,36.328590393066406,35.54946517944336,38.37067794799805,39.11300659179688,37.34043502807617,36.7765,36.7251,37.32,36.7983,36.90497499999999
2015-01-06 03:00:00,36.22,33.46368789672852,33.855941772460945,35.95082092285156,35.85554504394531,34.78149890899658,33.0395,33.5777,33.6208,32.9984,33.3091
2015-01-06 04:00:00,34.04,32.731388092041016,33.95935440063477,35.70028686523437,34.85775756835937,34.31219673156738,30.6995,34.188,33.4422,33.3718,32.925375
2015-01-06 05:00:00,38.58,35.902000427246094,37.59536361694336,37.706878662109375,37.78153610229492,37.24644470214844,37.0454,35.1934,35.3744,35.4244,35.7594
2015-01-06 06:00:00,43.32,43.01482009887695,44.82160568237305,44.55989074707031,43.80051803588867,44.049208641052246,42.0886,40.8878,42.8026,42.7211,42.125025
2015-01-06 07:00:00,50.0,50.27132034301758,50.85988998413086,54.11816787719727,53.98547744750977,52.30871391296387,50.9546,51.4492,56.0862,54.4873,53.244324999999996
2015-01-06 08:00:00,49.53,51.88608169555664,52.21417999267578,55.46674728393555,54.14105606079102,53.427016258239746,52.7995,50.2098,56.524,55.4887,53.7555
2015-01-06 09:00:00,50.87,51.3781852722168,52.03713989257813,56.23129272460938,53.31509780883789,53.24042892456055,56.4705,54.1009,57.4649,56.4483,56.12115
2015-01-06 10:00:00,50.86,51.30392074584961,52.43486022949219,55.04179382324219,52.20740509033203,52.746994972229004,53.3241,51.392,54.3657,54.5259,53.401925000000006
2015-01-06 11:00:00,50.17,51.48728942871094,51.22843551635742,55.23801040649414,52.50619506835938,52.61498260498047,51.5521,52.0773,54.4371,54.0606,53.031775
2015-01-06 12:00:00,47.97,50.47024154663086,49.416770935058594,52.93659591674805,50.97334671020508,50.949238777160645,51.0524,51.0581,52.0142,51.3437,51.36710000000001
2015-01-06 13:00:00,45.2,48.43069839477539,47.47754669189453,51.17694854736328,50.65996932983398,49.4362907409668,50.6087,51.3082,51.2494,50.5059,50.91805
2015-01-06 14:00:00,41.45,45.45627975463867,45.14224624633789,50.12502670288086,49.17626953125,47.474955558776855,46.9469,47.4496,49.4095,48.892,48.1745
2015-01-06 15:00:00,40.08,44.49654006958008,45.0929183959961,48.90456771850586,47.71240615844727,46.551608085632324,45.8935,46.5733,48.6432,47.5715,47.17037500000001
2015-01-06 16:00:00,43.62,45.56659317016602,49.21158218383789,50.08024978637695,49.34988784790039,48.55207824707031,48.5862,47.7546,50.0117,49.7348,49.021825
2015-01-06 17:00:00,48.55,53.594993591308594,56.59033203125,59.8939323425293,58.59172439575195,57.16774559020996,61.2358,58.5165,59.4758,59.5876,59.703925
2015-01-06 18:00:00,52.32,62.3037338256836,60.95362854003906,64.64414215087889,62.00738525390625,62.47722244262695,59.0382,56.8368,63.7131,62.2048,60.448225
2015-01-06 19:00:00,53.1,58.57025527954102,56.5439682006836,56.27466583251953,57.1972770690918,57.146541595458984,54.2967,53.7287,58.3166,58.3986,56.18515000000001
2015-01-06 20:00:00,48.78,50.78960800170898,49.8877944946289,50.49057006835938,50.82268142700195,50.497663497924805,50.4036,50.013,53.5967,53.5589,51.893049999999995
2015-01-06 21:00:00,43.91,46.761146545410156,47.96522521972656,45.774375915527344,45.029151916503906,46.38247489929199,44.4105,42.0877,46.843,47.5668,45.227000000000004
2015-01-06 22:00:00,44.58,47.14520263671875,47.83718490600586,48.18106460571289,45.90465545654297,47.26702690124512,49.5472,48.3558,50.8897,49.9639,49.68915
2015-01-06 23:00:00,45.73,45.15039825439453,45.2079963684082,45.3302001953125,43.37235641479492,44.76523780822754,47.6932,46.2593,45.6781,45.1325,46.190775
2015-01-07 00:00:00,40.0,41.74230575561523,41.12430953979492,40.30886459350586,40.58560562133789,40.94027137756348,40.5983,41.9962,41.0896,41.2567,41.2352
2015-01-07 01:00:00,36.69,40.53569030761719,39.05662536621094,38.35501098632813,39.640602111816406,39.396982192993164,38.3892,38.9132,38.6122,38.1657,38.520075000000006
2015-01-07 02:00:00,37.45,38.41617965698242,36.88238906860352,36.87610626220703,37.59668731689453,37.442840576171875,34.3917,36.0768,36.4391,36.4451,35.838175
2015-01-07 03:00:00,32.08,35.33715438842773,34.37398147583008,34.077438354492195,34.46477508544922,34.563337326049805,30.4698,31.9469,34.2809,33.5234,32.55525
2015-01-07 04:00:00,29.48,33.48463821411133,33.88627243041992,33.719993591308594,33.40583038330078,33.624183654785156,30.5979,30.8913,33.6147,32.4397,31.8859
2015-01-07 05:00:00,34.94,34.976852416992195,36.16619491577149,35.82696533203125,36.02529525756836,35.74882698059082,33.4712,34.2079,36.5493,35.8213,35.012425
2015-01-07 06:00:00,41.74,41.512962341308594,42.304649353027344,42.486061096191406,42.23524856567383,42.13473033905029,41.5612,40.1252,43.1452,42.9655,41.949275
2015-01-07 07:00:00,49.17,51.0959358215332,48.5403938293457,50.57786178588867,50.57736587524414,50.19788932800293,50.3304,49.1664,53.7443,52.1844,51.356375
2015-01-07 08:00:00,54.44,55.00641632080078,50.682395935058594,53.19963073730469,52.82304000854492,52.927870750427246,51.6552,48.7223,54.9642,53.7894,52.282775
2015-01-07 09:00:00,50.99,55.77643585205078,50.27943801879883,53.71015167236328,53.69888305664063,53.36622714996338,54.2632,50.6826,57.9172,56.2782,54.7853
2015-01-07 10:00:00,50.0,54.466796875,51.20932388305664,53.16878128051758,53.0216178894043,52.96662998199463,52.4278,51.5884,55.8001,55.0373,53.71340000000001
2015-01-07 11:00:00,51.22,53.856178283691406,50.85057830810547,53.21573257446289,52.80916213989258,52.682912826538086,52.6224,52.7537,55.3975,55.3982,54.042950000000005
2015-01-07 12:00:00,50.15,53.08798217773438,49.03712463378906,51.09808731079102,50.1282958984375,50.83787250518799,51.1051,50.9659,53.0349,52.9531,52.01475
2015-01-07 13:00:00,51.46,50.19873809814453,47.39828109741211,49.13629531860352,47.2335090637207,48.491705894470215,48.1413,49.4351,51.8226,51.2946,50.1734
2015-01-07 14:00:00,50.88,47.53862380981445,45.26669311523438,45.88145446777344,45.039283752441406,45.93151378631592,46.3443,46.5024,48.2218,48.0498,47.279575
2015-01-07 15:00:00,48.0,44.81664276123047,43.64876937866211,44.35134506225586,43.15653610229492,43.99332332611084,45.1778,46.7263,47.5536,46.9299,46.5969
2015-01-07 16:00:00,47.14,44.38318252563477,45.21935653686523,44.87719345092773,44.10282897949219,44.64564037322998,47.7852,46.8083,49.0558,48.5847,48.0585
2015-01-07 17:00:00,51.07,50.61467361450195,51.452125549316406,51.43479919433594,51.391883850097656,51.22337055206299,53.6187,56.1364,57.0977,56.5753,55.857025
2015-01-07 18:00:00,52.46,56.58975219726562,55.31679153442383,55.75306701660156,56.69169616699219,56.0878267288208,54.2519,55.0882,60.159,59.3876,57.221675
2015-01-07 19:00:00,48.78,52.74307250976562,52.52174377441406,53.88200759887695,52.33464431762695,52.8703670501709,53.5589,54.2983,56.9859,56.0819,55.231249999999996
2015-01-07 20:00:00,47.45,47.21853637695313,47.07705688476562,48.65638732910156,49.33745956420898,48.072360038757324,49.1073,49.7743,52.1239,51.5457,50.6378
2015-01-07 21:00:00,42.02,43.870113372802734,44.83801651000977,44.47394180297852,45.62633895874024,44.70210266113281,45.8365,45.6888,45.8476,46.4448,45.954425
2015-01-07 22:00:00,45.57,46.49646759033203,45.272499084472656,45.9779052734375,46.58146667480469,46.08208465576172,49.2574,50.2844,48.7465,48.2623,49.13765
2015-01-07 23:00:00,45.6,45.94720840454102,43.81723403930664,45.63203811645508,43.983642578125,44.845030784606934,48.6968,49.5271,45.1131,44.6394,46.994099999999996
2015-01-08 00:00:00,43.88,38.11447143554688,44.32049179077149,42.71033096313477,41.066368103027344,41.552915573120124,42.6384,41.4418,40.2143,40.2344,41.132225
2015-01-08 01:00:00,35.65,36.1416015625,42.568214416503906,39.738243103027344,39.60338592529297,39.512861251831055,39.2329,39.1741,40.5869,38.6153,39.402300000000004
2015-01-08 02:00:00,35.87,34.527286529541016,40.05794143676758,37.14598083496094,37.89316940307617,37.406094551086426,35.177,34.8784,38.3703,36.3703,36.199
2015-01-08 03:00:00,30.17,33.30836868286133,36.95988845825195,33.837364196777344,36.325233459472656,35.10771369934082,31.5758,32.4155,35.1555,32.8604,33.0018
2015-01-08 04:00:00,24.54,31.806884765625,35.63911437988281,33.01924514770508,34.531017303466804,33.74906539916992,29.3707,31.4905,34.3316,33.0136,32.0516
2015-01-08 05:00:00,32.0,33.598800659179695,37.88518905639648,36.62500762939453,36.33784866333008,36.111711502075195,37.0173,36.0678,36.077,35.3457,36.12695
2015-01-08 06:00:00,40.96,40.59407043457031,43.13684463500977,46.124916076660156,41.59446334838867,42.86257362365723,43.4186,38.1535,45.2078,43.892,42.667975
2015-01-08 07:00:00,49.53,48.07476043701172,48.42591094970703,58.07049560546875,47.3056755065918,50.469210624694824,48.4863,44.0836,56.8165,55.7899,51.29407499999999
2015-01-08 08:00:00,48.07,50.63090515136719,51.407447814941406,61.46970748901367,51.21318817138672,53.680312156677246,50.2298,43.3238,58.4194,56.6676,52.160149999999994
2015-01-08 09:00:00,48.75,48.91545867919922,51.94298553466797,61.42848205566406,52.82646560668945,53.778347969055176,53.2774,52.0179,61.0354,58.3051,56.158950000000004
2015-01-08 10:00:00,49.29,49.10412216186523,52.4976921081543,59.1079330444336,53.88216781616211,53.64797878265381,51.642,49.3564,57.5661,56.3383,53.7257
2015-01-08 11:00:00,49.33,50.11057662963867,54.02971649169922,58.5166130065918,53.71519470214844,54.09302520751953,49.7678,50.8731,57.7554,56.4148,53.702775
2015-01-08 12:00:00,48.43,47.93437957763672,53.14258193969727,54.46857833862305,51.31989669799805,51.71635913848877,48.8679,48.2432,54.4174,53.3108,51.209825
2015-01-08 13:00:00,47.21,45.441566467285156,49.21711730957031,52.89155960083008,48.42300796508789,48.99331283569336,45.8331,45.1796,54.1393,52.2076,49.3399
2015-01-08 14:00:00,51.4,41.55815124511719,45.73952102661133,49.95909118652344,46.36654281616211,45.905826568603516,41.378,41.0793,50.2747,49.8226,45.63865
2015-01-08 15:00:00,40.5,39.6945686340332,43.997596740722656,48.85310363769531,44.08778762817383,44.15826416015625,41.8243,38.9212,49.2887,48.2188,44.56325
2015-01-08 16:00:00,41.1,40.13090896606445,44.484458923339844,49.2999382019043,44.55889129638672,44.61854934692383,45.3917,42.7033,49.0019,48.6047,46.4254
2015-01-08 17:00:00,54.5,45.55070114135742,47.56048202514648,54.54411315917969,50.33586120605469,49.49778938293457,55.0323,55.9563,55.7647,56.1218,55.718775
2015-01-08 18:00:00,51.25,48.29835510253906,50.34899520874024,56.14818572998047,53.65904235839844,52.11364459991455,58.4832,53.4284,56.3608,55.8692,56.0354
2015-01-08 19:00:00,50.31,46.02883529663086,48.67808151245117,52.06047058105469,49.85047149658203,49.15446472167969,52.3302,51.2602,55.2897,53.8003,53.1701
2015-01-08 20:00:00,47.97,40.59980010986328,43.761985778808594,47.24094772338867,47.67213439941406,44.81871700286865,48.1991,48.5094,50.6047,50.5238,49.45925
